CASE_ID,STATE,AGE_BINNED,INCOME_BINNED,STANCE,PEOPLE_TOT_3PLUS,DV7,E2,BB1,BB2,BB3,BTE8,BE10,Co3,BE13,PBC3,PBC5,PBC9,SN4,SN5,attitude,subnorms,pbc,intention
806,4,4.0,4,4,0.0,-0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,-0.5,-0.5,0.0,0.5,0.5,0.5,0.25,0.5,0.0,-0.5
807,3,1.0,4,3,1.0,-0.5,0.5,0.5,0.0,0.0,0.5,1.0,0.5,0.5,-1.0,0.5,0.0,1.0,0.5,0.4375,0.75,-0.16666666666666666,-0.5
808,4,2.0,2,3,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,1.0,1.0,0.875,1.0,-0.6666666666666666,0.0
809,2,1.0,2,3,1.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.3125,0.5,0.0,0.0
810,4,1.0,5,4,1.0,-0.5,0.0,-0.5,-0.5,0.0,0.5,0.0,0.0,-0.5,-0.5,-0.5,-0.5,0.0,0.0,-0.125,0.0,-0.5,-0.5
811,1,2.0,1,1,1.0,-0.5,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,-1.0,-1.0,0.0,1.0,1.0,0.6875,1.0,-0.6666666666666666,-0.5
812,4,2.0,3,6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.5,-0.5,0.5,1.0,0.0625,0.75,-0.3333333333333333,0.0
813,1,4.0,1,4,0.0,-1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5,1.0,-1.0,1.0,1.0,-1.0,0.75,0.0,0.3333333333333333,-1.0
814,2,1.0,2,3,1.0,-1.0,1.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,-0.5,-0.5,0.0,0.5,0.5,0.375,0.5,-0.3333333333333333,-1.0
815,1,4.0,4,4,0.0,-0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0625,0.0,-0.16666666666666666,-0.5
816,4,2.0,2,4,0.0,-1.0,-0.5,0.0,0.0,0.5,0.5,-1.0,-1.0,0.5,-1.0,0.0,1.0,1.0,0.0,-0.125,0.5,0.0,-1.0
817,1,2.0,5,3,1.0,-1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,-1.0,-0.5,-0.5,0.0,0.5,0.375,0.25,-0.6666666666666666,-1.0
818,3,4.0,1,3,0.0,-1.0,0.0,-1.0,-0.5,-0.5,0.0,-0.5,-1.0,-0.5,-0.5,-0.5,0.0,0.0,0.0,-0.5,0.0,-0.3333333333333333,-1.0
819,2,2.0,4,3,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,0.0,0.0,0.0,-0.5,-0.5
820,4,2.0,2,4,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5,0.5,1.0,-0.5,-0.5,0.0,0.0,0.5,0.6875,0.25,-0.3333333333333333,0.0
821,2,4.0,1,0,0.0,-1.0,0.5,0.5,-0.5,0.0,0.0,0.0,0.0,0.5,-1.0,-1.0,0.0,0.0,0.0,0.125,0.0,-0.6666666666666666,-1.0
822,3,4.0,3,4,0.0,-0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,-0.5,-0.5,0.0,0.0,0.0,0.1875,0.0,-0.3333333333333333,-0.5
823,3,4.0,4,2,0.0,0.0,1.0,0.5,0.5,0.5,0.5,-0.5,0.5,-0.5,-1.0,0.5,1.0,1.0,0.5,0.3125,0.75,0.16666666666666666,0.0
824,4,2.0,1,4,1.0,-0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.0,-1.0,0.5,0.5,0.5,0.3125,0.5,-0.16666666666666666,-0.5
825,4,3.0,4,4,1.0,-1.0,1.0,0.5,0.5,0.0,-0.5,-0.5,-0.5,0.0,-0.5,0.5,-0.5,0.5,0.5,0.0625,0.5,-0.16666666666666666,-1.0
826,1,2.0,3,0,1.0,-0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.5,0.0,0.0625,0.25,-0.16666666666666666,-0.5
827,2,3.0,2,3,1.0,-0.5,0.0,0.5,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-0.5,0.0,1.0,0.0,0.4375,0.5,-0.16666666666666666,-0.5
828,1,2.0,3,4,,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1.0,0.0,1.0,-1.0,-0.5,0.0,-0.5,-1.0
829,1,3.0,4,4,0.0,-1.0,-0.5,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,-1.0,-0.5,0.0,0.0,-1.0,-0.125,-0.5,-0.5,-1.0
830,4,4.0,4,2,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-0.5,-0.5,-0.5,0.5,0.5,0.5,0.5,-0.5,0.0
831,2,2.0,4,3,0.0,-0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,-0.5
832,4,3.0,3,2,0.0,-0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.5,0.5,0.125,0.5,-0.5,-0.5
833,2,4.0,4,2,0.0,-1.0,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,-0.5,0.0,0.0,0.5,0.5,0.625,0.5,-0.16666666666666666,-1.0
834,1,1.0,3,2,1.0,-0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-0.5,-0.5,0.5,1.0,1.0,0.5,1.0,-0.16666666666666666,-0.5
835,1,4.0,1,4,0.0,0.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.3125,0.0,-0.6666666666666666,0.0
836,3,4.0,3,4,0.0,-0.5,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,0.3125,0.75,0.3333333333333333,-0.5
837,3,1.0,1,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.5,1.0,1.0,1.0,1.0,-0.5,0.0
838,2,4.0,1,3,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-0.5,0.0,0.0,-0.25,-0.6666666666666666,-0.5
839,2,2.0,2,4,1.0,-0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,-0.5,-0.5,0.0,0.5,0.0,0.375,0.25,-0.3333333333333333,-0.5
840,3,3.0,2,3,0.0,-0.5,0.5,0.0,-0.5,0.0,0.0,0.0,-0.5,0.0,-1.0,-1.0,0.0,-1.0,0.0,-0.0625,-0.5,-0.6666666666666666,-0.5
841,2,1.0,2,0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,-0.5,0.0,0.0,0.5,1.0,0.9375,0.75,-0.16666666666666666,1.0
842,1,4.0,4,3,1.0,0.0,1.0,1.0,0.0,0.0,-0.5,0.5,0.5,0.0,-0.5,0.0,0.0,0.5,0.0,0.3125,0.25,-0.16666666666666666,0.0
843,3,4.0,4,5,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.5,-0.5,0.5,0.5,0.0,0.5,-0.6666666666666666,-1.0
844,4,4.0,1,2,0.0,-0.5,1.0,1.0,1.0,0.0,0.0,-0.5,-0.5,0.5,0.0,-0.5,0.0,0.5,0.0,0.3125,0.25,-0.16666666666666666,-0.5
845,4,3.0,3,5,0.0,-0.5,0.0,0.0,0.0,0.0,-0.5,-0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,-0.0625,0.5,0.0,-0.5
846,3,3.0,1,4,0.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,0.5,0.5,-1.0,-1.0,0.5,1.0,1.0,0.625,1.0,-0.5,-1.0
847,3,3.0,5,3,0.0,-0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.0,-1.0,-1.0,-0.5,0.0,0.0,0.3125,0.0,-0.8333333333333334,-0.5
848,1,1.0,3,3,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-0.5,0.0,0.5,1.0,0.5,0.5,0.75,0.0,0.0
849,1,1.0,5,0,1.0,-0.5,0.0,0.0,0.0,0.5,0.0,0.0,-0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,-0.5
850,2,3.0,3,0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,-0.5,0.0,0.0,-0.5,0.5,0.375,0.0,-0.16666666666666666,0.0
851,1,2.0,3,5,0.0,-0.5,1.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3125,0.25,0.0,-0.5
852,4,2.0,3,1,1.0,0.0,1.0,1.0,0.5,0.5,1.0,-0.5,0.5,0.0,0.0,0.0,0.5,1.0,1.0,0.5,1.0,0.16666666666666666,0.0
853,2,4.0,1,3,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5
854,4,1.0,2,0,1.0,-1.0,1.0,0.5,0.0,1.0,0.5,0.5,0.0,0.0,-1.0,-1.0,0.0,1.0,1.0,0.4375,1.0,-0.6666666666666666,-1.0
855,1,4.0,3,4,,-1.0,-1.0,-0.5,-0.5,-1.0,-0.5,0.0,-1.0,-0.5,-0.5,0.0,-0.5,-0.5,0.0,-0.625,-0.25,-0.3333333333333333,-1.0
856,4,4.0,2,4,1.0,-1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,-1.0,-0.5,0.0,-1.0,0.0,0.8125,-0.5,-0.5,-1.0
857,3,2.0,3,0,1.0,-0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-1.0,-0.5,0.5,0.5,0.5,0.5,0.5,-0.3333333333333333,-0.5
858,2,3.0,3,3,1.0,-0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.1875,0.75,0.0,-0.5
859,3,4.0,3,3,0.0,-0.5,0.5,-0.5,0.0,-0.5,0.0,-0.5,0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,-0.125,0.0,-0.3333333333333333,-0.5
860,2,3.0,2,4,1.0,-0.5,-0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0.0,-0.5
861,4,3.0,4,5,0.0,0.5,-0.5,0.5,-0.5,0.5,0.5,0.5,0.5,0.5,-1.0,-0.5,-0.5,0.5,0.5,0.25,0.5,-0.6666666666666666,0.5
862,3,1.0,4,3,1.0,-0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,-0.5,0.0,0.0,0.5,0.5,0.375,0.5,-0.16666666666666666,-0.5
863,4,2.0,4,2,1.0,-0.5,0.5,0.5,0.0,0.5,0.5,-0.5,0.0,0.0,-0.5,0.0,-0.5,0.0,0.5,0.1875,0.25,-0.3333333333333333,-0.5
864,3,3.0,5,5,0.0,-0.5,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.0,-0.5,0.5,-0.5,0.5,0.5,0.6875,0.5,-0.16666666666666666,-0.5
865,4,2.0,4,1,0.0,0.0,1.0,0.5,0.0,1.0,0.5,0.5,0.0,0.0,-1.0,-0.5,-1.0,-0.5,-0.5,0.4375,-0.5,-0.8333333333333334,0.0
866,2,1.0,1,5,1.0,0.0,-0.5,0.5,-0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.1875,0.25,0.0,0.0
867,1,1.0,5,4,1.0,0.0,1.0,1.0,1.0,1.0,-0.5,-0.5,0.0,-0.5,-1.0,-0.5,-1.0,0.5,0.5,0.3125,0.5,-0.8333333333333334,0.0
868,1,4.0,4,2,1.0,-0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.5,0.5,0.125,0.5,-0.16666666666666666,-0.5
869,3,3.0,4,2,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.0,-0.5,0.0,-0.5,0.5,0.5,0.3125,0.5,-0.3333333333333333,0.0
870,1,4.0,3,3,0.0,-1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.125,0.0,-0.16666666666666666,-1.0
871,3,3.0,3,3,0.0,-1.0,0.5,0.0,0.0,0.0,-0.5,-0.5,-1.0,-0.5,-1.0,-0.5,-0.5,1.0,0.0,-0.25,0.5,-0.6666666666666666,-1.0
872,3,2.0,3,2,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-0.5,-0.5,0.0,0.5,0.0,0.5,0.25,-0.3333333333333333,0.0
873,4,4.0,3,4,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.0,-1.0,-0.5,-1.0,0.0,0.5,0.25,0.25,-0.8333333333333334,0.0
874,4,2.0,4,3,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,-0.5,-0.5,-0.5,0.0,0.0,0.375,0.0,-0.5,0.0
875,4,1.0,3,0,1.0,-1.0,-0.5,-0.5,-0.5,0.0,0.0,-0.5,0.0,-0.5,-0.5,-0.5,0.0,0.0,0.0,-0.3125,0.0,-0.3333333333333333,-1.0
876,3,4.0,1,2,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,-0.5,1.0,1.0,0.5625,1.0,-0.16666666666666666,0.0
877,2,1.0,3,0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.8125,0.5,0.0,0.0
878,3,2.0,5,4,0.0,-0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.0,-0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.0,-0.5
879,3,1.0,1,3,0.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,1.0,1.0,-1.0,1.0,0.0,0.0,0.0,-0.125,0.0,0.0,0.0
880,4,2.0,4,6,1.0,-0.5,1.0,0.0,0.0,0.5,0.5,-0.5,-0.5,-0.5,-0.5,0.0,0.5,0.5,0.5,0.0625,0.5,0.0,-0.5
881,4,2.0,3,5,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,-0.5,-0.5,-0.5,1.0,0.0,0.1875,0.5,-0.5,0.0
882,2,2.0,2,0,0.0,-0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0625,0.5,0.0,-0.5
883,1,1.0,5,5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,-0.5,-0.5,0.0,0.5,0.5,0.9375,0.5,-0.3333333333333333,0.0
884,2,2.0,3,3,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,1.0,0.5,1.0,0.75,0.16666666666666666,0.0
885,2,4.0,1,0,,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,-1.0,-0.5,-0.5,0.0,0.5,0.1875,0.25,-0.6666666666666666,0.0
886,2,4.0,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0
887,2,1.0,1,0,,-0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-0.5,0.0,0.0,0.0,0.0625,0.0,-0.3333333333333333,-0.5
888,3,2.0,2,2,0.0,-0.5,1.0,1.0,0.5,1.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.625,0.5,0.0,-0.5
889,1,3.0,2,3,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.0,1.0,0.5,0.375,0.75,0.16666666666666666,0.0
890,1,2.0,3,4,0.0,0.0,-0.5,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,-0.125,0.5,0.0,0.0
891,2,2.0,2,3,0.0,0.0,0.0,1.0,0.5,0.5,1.0,1.0,0.5,0.5,-0.5,-1.0,0.0,0.5,0.5,0.625,0.5,-0.5,0.0
892,4,2.0,3,5,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,-1.0
893,3,3.0,3,4,0.0,-1.0,-0.5,0.0,-0.5,0.0,0.5,0.0,0.0,0.5,-1.0,-0.5,-0.5,0.5,0.5,0.0,0.5,-0.6666666666666666,-1.0
894,2,4.0,4,3,0.0,0.0,1.0,0.5,0.0,0.5,1.0,0.0,0.5,0.0,-0.5,0.0,0.5,0.5,1.0,0.4375,0.75,0.0,0.0
895,4,2.0,3,4,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,0.0,-0.75,0.0,-0.16666666666666666,-1.0
896,1,2.0,4,3,1.0,-0.5,0.5,0.5,0.5,0.5,0.5,0.5,-0.5,0.5,-0.5,-0.5,-0.5,0.5,0.0,0.375,0.25,-0.5,-0.5
897,1,1.0,3,3,1.0,0.0,0.5,0.0,-0.5,0.5,0.5,0.0,0.0,0.0,0.0,-1.0,0.5,0.5,0.5,0.125,0.5,-0.16666666666666666,0.0
898,4,2.0,4,3,1.0,-0.5,0.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5,-0.5,-0.5,-0.5,1.0,0.0,0.6875,0.5,-0.5,-0.5
899,1,3.0,5,5,1.0,-1.0,0.0,0.0,0.0,0.5,0.5,1.0,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,0.0,0.125,-0.25,0.0,-1.0
900,2,1.0,4,2,0.0,-0.5,1.0,0.5,0.5,0.5,0.0,-0.5,-0.5,-0.5,-1.0,-1.0,-1.0,0.0,0.0,0.125,0.0,-1.0,-0.5
901,4,2.0,4,3,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.0,-0.5,0.0,1.0,0.0,0.5,0.5,-0.16666666666666666,0.0
902,2,3.0,3,0,1.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.1875,0.0,-0.3333333333333333,0.0
903,2,3.0,2,3,0.0,0.0,0.5,0.5,0.0,1.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.4375,0.5,0.0,0.0
904,3,3.0,3,3,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,-0.5,0.0,0.0,0.5,0.0,0.25,0.25,-0.16666666666666666,0.0
905,3,1.0,1,3,0.0,-0.5,1.0,0.5,0.0,0.5,-0.5,-0.5,0.0,-1.0,-1.0,-1.0,-0.5,0.5,0.5,0.0,0.5,-0.8333333333333334,-0.5
906,3,2.0,2,3,1.0,-0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.5,0.5625,0.75,0.0,-0.5
907,3,4.0,3,4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5
908,1,2.0,3,3,1.0,-1.0,0.0,-0.5,-0.5,0.0,-0.5,-0.5,-1.0,-1.0,-0.5,-0.5,0.0,0.0,0.0,-0.5,0.0,-0.3333333333333333,-1.0
909,3,3.0,5,2,0.0,0.0,1.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0,-0.5,0.5,-0.5,-1.0,-0.5,0.375,-0.75,-0.16666666666666666,0.0
910,2,2.0,3,3,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.0,-0.5,-0.5,0.0,0.0,0.5,0.3125,0.25,-0.3333333333333333,0.0
911,3,4.0,1,4,0.0,0.0,1.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.5,0.0625,0.25,-0.16666666666666666,0.0
912,2,1.0,3,3,0.0,-0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,-1.0,-0.5,-0.5,1.0,0.5,0.4375,0.75,-0.6666666666666666,-0.5
913,4,2.0,2,4,1.0,0.0,-1.0,1.0,-1.0,0.5,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.5,1.0,0.3125,0.75,0.0,0.0
914,2,4.0,3,3,0.0,-0.5,0.5,0.0,0.0,0.5,1.0,0.0,0.5,0.0,-0.5,-0.5,0.0,0.0,-0.5,0.3125,-0.25,-0.3333333333333333,-0.5
915,1,4.0,4,3,,-0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,-0.5,0.5,-0.5,0.0,0.0,0.1875,0.0,-0.16666666666666666,-0.5
916,3,4.0,2,2,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,-1.0,-1.0,0.0,0.5,0.0,0.25,0.25,-0.6666666666666666,0.0
917,3,1.0,1,3,0.0,-0.5,0.5,1.0,0.0,1.0,0.5,0.5,0.5,0.5,-0.5,-0.5,0.0,1.0,0.5,0.5625,0.75,-0.3333333333333333,-0.5
918,1,1.0,3,3,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.0,1.0,0.5,-1.0,-0.5,-0.5,-1.0,0.5,0.625,-0.25,-0.6666666666666666,0.5
919,3,4.0,1,4,0.0,0.0,-0.5,-0.5,-0.5,0.5,0.5,0.0,0.0,0.5,-1.0,-1.0,-0.5,0.5,1.0,0.0,0.75,-0.8333333333333334,0.0
920,4,2.0,3,4,1.0,-1.0,0.5,0.0,-0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.5,0.0625,0.75,0.16666666666666666,-1.0
921,1,3.0,4,3,1.0,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.75,0.0,0.0
922,3,2.0,1,4,0.0,-1.0,1.0,1.0,0.5,1.0,0.0,0.0,1.0,0.0,-1.0,-1.0,0.0,0.5,0.5,0.5625,0.5,-0.6666666666666666,-1.0
923,1,4.0,2,5,0.0,-1.0,-1.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,-0.1875,0.0,-0.16666666666666666,-1.0
924,3,4.0,1,5,0.0,-1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.125,-0.5,-1.0,-1.0
925,1,1.0,1,3,1.0,-0.5,1.0,1.0,0.5,1.0,-0.5,0.5,0.5,0.5,-0.5,-1.0,0.0,0.5,0.5,0.5625,0.5,-0.5,-0.5
926,2,2.0,5,4,1.0,0.0,0.5,0.5,-0.5,1.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.375,0.25,0.0,0.0
927,4,3.0,5,4,0.0,-0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,-0.5,-0.5,-0.5,0.5,0.5,0.25,0.5,-0.5,-0.5
928,1,1.0,4,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,-0.5,-0.5,-0.5,0.5,0.0625,0.0,-0.5,0.0
929,1,3.0,3,5,1.0,-1.0,-1.0,-0.5,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-0.5,0.0,0.0,-0.3125,0.0,-0.8333333333333334,-1.0
930,2,3.0,3,3,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-0.5,-1.0,0.0,-1.0,-0.5,-0.5,-0.5,0.0,-1.0,-0.6875,-0.5,-0.5,-1.0
931,3,3.0,4,1,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,-0.5,-1.0,0.5,-0.5,-0.5,0.5,0.1875,0.0,-0.3333333333333333,0.0
932,1,1.0,1,4,0.0,1.0,-0.5,0.0,0.0,-0.5,1.0,1.0,0.0,-0.5,-1.0,-1.0,-1.0,0.5,0.5,0.0625,0.5,-1.0,1.0
933,4,1.0,3,4,0.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.5,-1.0,-0.5,-0.5,-0.5,0.5,0.625,0.0,-0.6666666666666666,0.5
934,1,1.0,3,2,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.5,0.125,0.0,-0.3333333333333333,-1.0
935,2,2.0,1,3,1.0,-0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,-0.5
936,3,4.0,1,2,0.0,-0.5,1.0,0.0,0.0,0.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.0,0.5,0.5,-0.125,0.5,-0.3333333333333333,-0.5
937,4,3.0,2,2,0.0,0.0,0.0,0.5,-0.5,0.5,0.5,0.0,0.5,0.5,-0.5,0.0,0.0,0.0,0.5,0.25,0.25,-0.16666666666666666,0.0
938,1,2.0,3,4,1.0,-1.0,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,-1.0
939,2,3.0,3,3,1.0,0.0,-0.5,0.0,-0.5,0.5,0.5,0.5,0.0,0.5,-0.5,-0.5,0.0,0.5,0.0,0.125,0.25,-0.3333333333333333,0.0
940,2,4.0,5,1,0.0,0.0,1.0,0.5,-0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.5,-0.5,1.0,0.0,0.25,0.5,0.0,0.0
941,4,3.0,2,4,1.0,-0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-0.5,-0.5,0.0,0.5,0.5,0.5,0.5,-0.3333333333333333,-0.5
942,4,4.0,1,4,0.0,-1.0,-0.5,0.5,-0.5,0.5,0.0,-0.5,-0.5,0.0,-0.5,-0.5,0.0,0.0,1.0,-0.125,0.5,-0.3333333333333333,-1.0
943,2,3.0,4,3,0.0,0.0,0.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,-0.5,0.5,0.75,0.0,-0.6666666666666666,0.0
944,2,4.0,1,3,0.0,-0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.5,0.0,0.0625,0.25,-0.5,-0.5
945,3,4.0,2,3,0.0,-1.0,-1.0,0.5,0.5,0.5,-0.5,0.0,0.0,0.0,-1.0,-0.5,-1.0,1.0,0.5,0.0,0.75,-0.8333333333333334,-1.0
946,2,1.0,2,3,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-0.5,0.0,0.0,0.0,0.5,0.5,0.25,-0.16666666666666666,0.0
947,2,2.0,4,4,0.0,-1.0,0.5,0.5,0.0,0.5,0.5,0.5,-1.0,0.0,-0.5,1.0,-0.5,0.0,0.0,0.1875,0.0,0.0,-1.0
948,3,3.0,3,5,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.0,-0.5,-0.5,0.0,-0.5,0.0,0.0,0.1875,0.0,-0.3333333333333333,0.0
