,timestep,case_id,attitude,subnorms,pbc,adoption_status,geoid,actualpayback,intention,tolerated_payback,year
1277,1,36248,0.375,-1.0,1,0,360010018013008,0.0,0.48958749999999995,7.5,2016.0
1278,1,19502,0.125,0.5,1,0,360010017003006,0.0,0.5338125,10.0,2016.0
1279,1,79914,-0.3541666666666667,1.0,1,0,360010137054018,0.0,0.3618395833333332,10.0,2016.0
1280,1,12915,-0.0625,0.25,1,0,360010139021005,0.0,0.41834374999999996,10.0,2016.0
1281,1,19580,0.3535714285714286,0.25,1,0,360010017003006,0.0,0.6146046428571428,10.0,2016.0
1282,1,39898,0.125,-0.25,1,0,360010137072023,0.0,0.45273749999999996,15.0,2016.0
1283,1,69872,0.2125,0.5,1,0,360010018012015,0.0,0.57508625,15.0,2016.0
1284,1,19577,0.9375,0.5,1,1,360010017003006,0.0,0.91706875,10.0,2016.0
1285,1,25845,-0.5,0.75,1,0,360010019021001,0.0,0.26602499999999996,7.5,2016.0
1286,1,39889,0.5,-0.5,1,0,360010137072023,0.0,0.6025999999999999,7.5,2016.0
1287,1,69625,0.4182142857142857,0.25,1,0,360010018012015,0.0,0.6450966785714285,6.0,2016.0
1288,1,39901,0.08000000000000002,0.0,1,0,360010137072023,0.0,0.45853599999999994,15.0,2016.0
1289,1,47336,0.4375,0.0,1,0,360010148023087,0.0,0.6271687499999999,7.5,2016.0
1290,1,15271,0.75,0.25,1,1,360010139011006,0.0,0.8016,6.0,2016.0
1291,1,13492,0.375,0.75,1,0,360010139023026,0.0,0.6787624999999999,10.0,2016.0
1292,1,41343,-0.125,0.5,-1.0,0,360010147002049,0.0,0.13408749999999997,0.0,2016.0
1293,1,4241,0.5625,0.0,1,0,360010144022017,0.0,0.68613125,7.5,2016.0
1294,1,11080,0.125,0.25,1,0,360010146091002,0.0,0.5067875,6.0,2016.0
1295,1,54417,0.25,0.25,1,0,360010003004006,0.0,0.5657499999999999,7.5,2016.0
1296,1,60998,0.4375,0.25,1,0,360010143024075,0.0,0.6541937499999999,6.0,2016.0
1297,1,13242,0.4625,0.25,1,0,360010139023000,0.0,0.6659862499999999,7.5,2016.0
1298,1,6704,0.0,0.0,1,0,360010146111013,0.0,0.42079999999999995,7.5,2016.0
1299,1,35806,0.5,0.5,-1.0,0,360010018014008,0.0,0.4289,0.0,2016.0
1300,1,13224,0.375,1.0,1,0,360010139023000,0.0,0.7057874999999999,15.0,2016.0
1301,1,56538,0.021875000000000006,1.0,1,0,360010143021019,0.0,0.5392184375,7.5,2016.0
1302,1,72269,0.3125,-0.5,1,0,360010144013053,0.0,0.51415625,7.5,2016.0
1303,1,25790,0.3125,0.25,1,0,360010019021005,0.0,0.59523125,7.5,2016.0
1304,1,1670,0.0625,0.5,1,0,360010138016027,0.0,0.50433125,6.0,2016.0
1305,1,56969,0.4976008064516129,0.25,1,0,360010143021019,0.0,0.6825433004032258,15.0,2016.0
1306,1,25758,0.4375,0.0,1,0,360010019021005,0.0,0.6271687499999999,7.5,2016.0
1307,1,60889,0.08750000000000001,0.0,1,0,360010143024075,0.0,0.46207374999999995,15.0,2016.0
1308,1,61339,0.375,0.5,1,0,360010143024085,0.0,0.6517375,6.0,2016.0
1309,1,32548,0.8125,-0.5,-1.0,0,360010141002030,0.0,0.46820625,0.0,2016.0
1310,1,27939,0.625,0.5,1,1,360010135062006,0.0,0.7696625,7.5,2016.0
1311,1,32982,0.1767857142857143,0.5,1,0,360010141001017,0.0,0.5582398214285714,10.0,2016.0
1312,1,33233,0.125,0.5,1,0,360010145011072,0.0,0.5338125,7.5,2016.0
1313,1,69809,0.25,0.75,1,0,360010018012017,0.0,0.6197999999999999,15.0,2016.0
1314,1,55824,0.0,0.0,1,0,360010135052024,0.0,0.42079999999999995,15.0,2016.0
1315,1,33220,0.1875,0.5,1,0,360010145011072,0.0,0.56329375,7.5,2016.0
1316,1,32305,0.0625,0.5,1,0,360010141002030,0.0,0.50433125,15.0,2016.0
1317,1,19812,-0.4375,0.5,1,0,360010017004004,0.0,0.26848124999999995,15.0,2016.0
1318,1,62275,0.8125,-0.75,1,0,360010146081007,0.0,0.7229812499999999,6.0,2016.0
1319,1,36388,0.625,0.5,1,1,360010018013016,0.0,0.7696625,15.0,2016.0
1320,1,56166,-0.9375,0.5,1,0,360010135052024,0.0,0.03263124999999996,15.0,2016.0
1321,1,25798,-0.021875000000000006,0.25,1,0,360010019021001,0.0,0.4375065625,15.0,2016.0
1322,1,55409,0.5625,0.25,1,0,360010142014022,0.0,0.7131562499999999,10.0,2016.0
1323,1,29440,0.0,0.5,1,0,360010018015022,0.0,0.47484999999999994,6.0,2016.0
1324,1,25728,0.4375,0.5,1,0,360010019021001,0.0,0.68121875,10.0,2016.0
1325,1,41998,0.4375,0.5,1,0,360010148022000,0.0,0.68121875,15.0,2016.0
1326,1,44218,0.5,0.5,1,0,360010148031078,0.0,0.7107,7.5,2016.0
1327,1,11791,0.3125,0.75,1,0,360010146092014,0.0,0.64928125,10.0,2016.0
1328,1,56843,0.5,0.5,1,0,360010143021024,0.0,0.7107,10.0,2016.0
1329,1,21060,0.3125,0.0,1,0,360010131003007,0.0,0.56820625,10.0,2016.0
1330,1,55481,-0.1875,0.0,1,0,360010142014022,0.0,0.33235624999999996,15.0,2016.0
1331,1,41740,0.75,0.0,1,1,360010148012031,0.0,0.774575,15.0,2016.0
1332,1,6189,0.1875,0.0,1,0,360010146112022,0.0,0.50924375,10.0,2016.0
1333,1,74401,-0.0625,0.5,1,0,360010130002017,0.0,0.4453687499999999,10.0,2016.0
1334,1,32770,-0.375,0.75,1,0,360010141001017,0.0,0.3249875,7.5,2016.0
1335,1,23614,0.75,0.0,1,1,360010146133017,0.0,0.774575,7.5,2016.0
1336,1,57184,0.5,0.5,1,0,360010143021029,0.0,0.7107,15.0,2016.0
1337,1,36191,0.75,0.75,1,1,360010018013001,0.0,0.85565,15.0,2016.0
1338,1,74425,0.25,-0.25,1,0,360010130002017,0.0,0.5116999999999999,5.0,2016.0
1339,1,56461,0.49952423931857387,0.75,1,0,360010143021019,0.0,0.7375005836865712,5.0,2016.0
1340,1,71860,0.3125,0.5,1,0,360010144013056,0.0,0.6222562500000001,5.0,2016.0
1341,1,36236,0.5625,0.25,1,0,360010018013001,0.0,0.7131562499999999,7.5,2016.0
1342,1,56653,0.0,0.75,1,0,360010143021029,0.0,0.501875,15.0,2016.0
1343,1,36092,0.5,0.25,1,0,360010018014006,0.0,0.6836749999999999,15.0,2016.0
1344,1,46948,0.4375,1.0,1,0,360010135031006,0.0,0.7352687499999999,10.0,2016.0
1345,1,38035,-0.375,0.25,1,0,360010145031015,0.0,0.27093749999999994,15.0,2016.0
1346,1,71960,0.25,0.75,1,0,360010144013053,0.0,0.6197999999999999,7.5,2016.0
1347,1,39448,0.16,0.5,1,0,360010137072023,0.0,0.550322,7.5,2016.0
1348,1,35819,0.25,0.25,1,0,360010018014009,0.0,0.5657499999999999,10.0,2016.0
1349,1,65214,0.25,0.5,1,0,360010136011013,0.0,0.5927749999999999,15.0,2016.0
1350,1,46816,0.1875,0.25,1,0,360010135031006,0.0,0.53626875,7.5,2016.0
1351,1,28839,0.5625,0.5,1,0,360010026004006,0.0,0.74018125,15.0,2016.0
1352,1,37973,0.0625,0.25,1,0,360010145031015,0.0,0.47730625,7.5,2016.0
1353,1,74259,0.125,0.0,1,0,360010130002017,0.0,0.4797625,7.5,2016.0
1354,1,77728,0.3125,0.25,1,0,360010135082032,0.0,0.59523125,15.0,2016.0
1355,1,14323,0.4375,0.0,1,0,360010140011005,0.0,0.6271687499999999,10.0,2016.0
1356,1,36449,0.1875,0.0,1,0,360010018013002,0.0,0.50924375,7.5,2016.0
1357,1,65065,0.3020833333333333,0.5,1,0,360010136011013,0.0,0.6173427083333333,6.0,2016.0
1358,1,22961,0.4375,0.0,1,0,360010142024013,0.0,0.6271687499999999,10.0,2016.0
1359,1,47159,0.3125,0.25,1,0,360010148023051,0.0,0.59523125,7.5,2016.0
1360,1,32626,0.3125,0.5,1,0,360010141002028,0.0,0.6222562500000001,10.0,2016.0
1361,1,47185,0.4375,0.0,1,0,360010148023051,0.0,0.6271687499999999,7.5,2016.0
1362,1,77471,0.3125,0.5,1,0,360010135082032,0.0,0.6222562500000001,15.0,2016.0
1363,1,11558,-0.6875,0.25,1,0,360010146092014,0.0,0.12353124999999995,6.0,2016.0
1364,1,79967,0.1875,1.0,1,0,360010137054016,0.0,0.61734375,10.0,2016.0
1365,1,76434,0.25,0.5,1,0,360010142032009,0.0,0.5927749999999999,7.5,2016.0
1366,1,28559,0.3125,0.5,1,0,360010135063020,0.0,0.6222562500000001,10.0,2016.0
1367,1,38114,0.07500000000000001,0.25,1,0,360010145031015,0.0,0.4832025,15.0,2016.0
1368,1,61253,0.625,0.25,1,0,360010143024026,0.0,0.7426375,6.0,2016.0
1369,1,75894,0.325,0.5,1,0,360010139022007,0.0,0.6281525,10.0,2016.0
1370,1,77193,0.0625,0.0,1,0,360010135082028,0.0,0.45028124999999997,7.5,2016.0
