,timestep,first_agent,agent1_initial_attitude,agent1_final_attitude,second_agent,agent2_initial_attitude,agent2_final_attitude
20783,8,3025,0.328562362464456,0.328562362464456,3407,0.2240975897598621,0.24499054430078088
20784,8,3567,0.3947048072734169,0.3947048072734169,3498,0.1737634737613962,0.21795174046380034
20785,8,3025,0.328562362464456,0.328562362464456,3084,0.33921291708668566,0.3371503831388164
20786,8,33457,0.5,0.5,33457,0.5,0.5
20787,8,33457,0.5,0.5,33338,0.45904,0.467232
20788,8,56683,0.3125,0.3125,56683,0.3125,0.3125
20789,8,79985,0.4375,0.4375,79985,0.4375,0.4375
20790,8,85,0.5,0.5,85,0.5,0.5
20791,8,6265,0.5625,0.5625,6265,0.5625,0.5625
20792,8,45826,0.3125,0.3125,45826,0.3125,0.3125
20793,8,45826,0.3125,0.3125,45909,-0.5625,-0.5625
20794,8,17800,0.4757709517401881,0.4757709517401881,17800,0.4757709517401881,0.4757709517401881
20795,8,17731,0.43862450000000003,0.43862450000000003,17509,0.24772490000000003,0.28590482000000006
20796,8,17800,0.4757709517401881,0.4757709517401881,17731,0.43862450000000003,0.44605379034803766
20797,8,26587,0.6125,0.6125,26803,0.8125,0.8125
20798,8,39154,0.5625,0.5625,39154,0.5625,0.5625
20799,8,38381,0.7446428571428572,0.7446428571428572,38381,0.7446428571428572,0.7446428571428572
20800,8,27974,0.5,0.5,27974,0.5,0.5
20801,8,43391,0.1815715720263001,0.1815715720263001,43391,0.1815715720263001,0.1815715720263001
20802,8,27305,1.0,1.0,27305,1.0,1.0
