,timestep,case_id,attitude,subnorms,pbc,adoption_status,geoid,actualpayback,intention,tolerated_payback
0,1,62646,0.3366041724575973,-0.25,-0.6666666666666666,0,360010018021014.0,18.0,0.31771785481491527,6.0
1,1,62647,0.4232228258765032,0.5,-0.5,0,360010018021014.0,14.0,0.4631342069659465,7.5
2,1,62652,0.46285910117150186,0.5,-0.16666666666666666,0,360010018021014.0,18.0,0.5287973046892641,10.0
3,1,62672,0.3464365683239802,0.5,-0.16666666666666666,0,360010018021014.0,16.0,0.4738807959450881,10.0
4,1,62674,0.4175620656701483,0.5,-0.3333333333333333,0,360010018021014.0,14.0,0.48394735970994224,7.5
5,1,62680,0.4498976932204499,0.5,-0.3333333333333333,0,360010018021014.0,20.0,0.49920007522541954,7.5
6,1,62688,0.6253587833107837,0.5,0.0,0,360010018021014.0,20.0,0.6289317380876968,15.0
7,1,62700,0.4187509641485655,0.5,0.0,0,360010018021014.0,16.0,0.5314748297888784,15.0
8,1,62706,0.48140165050743333,-0.5,-1.0,0,360010018021014.0,18.0,0.3120271585443563,0.0
9,1,62722,0.42203024620714064,0.25,0.0,0,360010018021014.0,20.0,0.5059966671359082,15.0
10,1,62726,0.52012782840383,0.75,-0.16666666666666666,0,360010018021014.0,20.0,0.5828359633247533,10.0
11,1,62737,0.48366223431822253,1.0,-0.16666666666666666,0,360010018021014.0,16.0,0.5926601425945722,10.0
12,1,62739,0.2865804736144809,0.25,-0.3333333333333333,0,360010018021014.0,16.0,0.395138342737284,7.5
13,1,62756,0.22710824442730676,0.0,0.0,0,360010018021014.0,20.0,0.3870269588963606,15.0
14,1,62757,0.6349482612786815,0.0,-0.16666666666666666,0,360010018021014.0,16.0,0.5559217615118207,10.0
15,1,62764,0.574811099694873,0.25,0.0,0,360010018021014.0,16.0,0.5780633957260716,15.0
16,1,62784,0.43013026345865113,-0.25,-0.5,0,360010018021014.0,20.0,0.3853174452734457,7.5
17,1,62810,0.494021880135041,0.25,-0.8333333333333334,0,360010018021014.0,14.0,0.4225384541930322,5.0
18,1,62817,0.6234769187450999,0.0,-0.16666666666666666,0,360010018021014.0,18.0,0.5505107292387303,10.0
19,1,62847,0.6860874055008009,1.0,-0.3333333333333333,0,360010018021014.0,20.0,0.664660762508061,7.5
20,1,62854,0.47532014630151415,0.0,0.0,0,360010018021014.0,20.0,0.5041085130104241,15.0
21,1,62874,0.48693531519745914,0.75,1.0,0,360010018021014.0,14.0,0.7315623881786415,15.0
22,1,62887,0.04526078462097645,0.0,0.0,0,360010018021014.0,20.0,0.3012495121057146,15.0
23,1,62898,0.5539830088615074,0.0,-0.6666666666666666,0,360010018021014.0,20.0,0.44728045194663973,6.0
24,1,62965,0.35363305077581375,0.25,0.0,0,360010018021014.0,16.0,0.4737337100509514,15.0
25,1,63017,0.6773854643137976,0.0,0.3333333333333333,0,360010018021014.0,20.0,0.646389390183485,15.0
26,1,63019,0.45005013052299775,0.25,-0.5,0,360010018021014.0,14.0,0.448763646567698,7.5
27,1,63020,0.626891778824147,0.25,-0.16666666666666666,0,360010018021014.0,14.0,0.5791465187380168,10.0
28,1,63023,0.8975,0.5,0.0,0,360010018021014.0,20.0,0.7573007500000001,15.0
29,1,63041,0.5739001779525621,0.5,-0.5,0,360010018021014.0,20.0,0.5342087139402235,7.5
30,1,63043,0.5929778594849526,0.25,-0.16666666666666666,0,360010018021014.0,18.0,0.5631493229857187,10.0
31,1,63046,0.5781440444182196,0.5,0.16666666666666666,0,360010018021014.0,20.0,0.6301438790854076,15.0
32,1,63049,0.3863820712067067,0.25,-0.16666666666666666,0,360010018021014.0,18.0,0.4656980896548702,10.0
33,1,63058,0.8434612599552013,0.5,-0.16666666666666666,0,360010018021014.0,18.0,0.7083273429875351,10.0
34,1,63063,0.5395400893982446,0.5,-0.6666666666666666,0,360010018021014.0,14.0,0.4945177268358186,6.0
35,1,31521,0.4462977217530144,0.0,-0.16666666666666666,0,360010018023011.0,18.0,0.4669353020175635,10.0
36,1,31687,0.8783937298055784,0.5,-0.6666666666666666,0,360010018023011.0,20.0,0.654354989015958,6.0
37,1,30789,0.44318527770366717,0.0,-0.3333333333333333,0,360010018022008.0,20.0,0.44198382882615317,7.5
38,1,30831,0.5146177974650255,-0.25,-0.16666666666666666,0,360010018022008.0,16.0,0.4721368817309191,10.0
39,1,30874,0.4823269024063985,0.25,-0.5,0,360010018022008.0,20.0,0.46398859986509816,7.5
40,1,30890,0.5811471845639328,0.0,-0.6666666666666666,0,360010018022008.0,16.0,0.46009379362547376,6.0
41,1,30913,0.45367848590811866,0.0,-0.6666666666666666,0,360010018022008.0,20.0,0.39996680846952626,6.0
42,1,30988,0.6481813156730762,0.0,-0.3333333333333333,0,360010018022008.0,18.0,0.5386804599363234,7.5
43,1,31032,0.7246291199684421,0.0,0.0,0,360010018022008.0,20.0,0.6217075558891141,15.0
44,1,31042,0.7459334429943258,-0.25,0.5,0,360010018022008.0,20.0,0.6751818050604236,15.0
45,1,31052,0.33823410181707064,0.5,0.0,0,360010018022008.0,20.0,0.4934950258271122,15.0
46,1,31056,-0.8125,0.0,0.16666666666666666,0,360010018022008.0,20.0,-0.07987291666666668,15.0
47,1,31116,-0.6100833333333334,0.25,-0.6666666666666666,0,360010018022008.0,20.0,-0.07478464166666673,6.0
48,1,31148,-0.6125,0.75,-0.8333333333333334,0,360010018022008.0,20.0,-0.04535791666666672,5.0
49,1,30736,1.0,-0.25,0.0,0,360010018022005.0,18.0,0.7245750000000001,15.0
50,1,30749,0.5691300501855452,0.25,-0.5,0,360010018022005.0,20.0,0.5049336446725217,7.5
51,1,30752,0.4486144058803995,0.25,1.0,0,360010018022005.0,14.0,0.6594364152537844,15.0
52,1,30761,0.6567001480271855,0.5,1.0,0,360010018022005.0,14.0,0.7846154598244234,15.0
53,1,30792,0.524680540960479,0.0,-0.6666666666666666,0,360010018022005.0,14.0,0.4334584778377246,6.0
54,1,30813,0.43059042509346696,0.5,-0.16666666666666666,0,360010018022005.0,20.0,0.5135761701832551,10.0
55,1,30928,0.7558745058080812,0.75,0.0,0,360010018022005.0,16.0,0.7175210043896719,15.0
56,1,30933,0.4172978460736351,0.75,-0.3333333333333333,0,360010018022005.0,14.0,0.510847727326267,7.5
57,1,30981,0.4213636533146755,0.25,-0.6666666666666666,0,360010018022005.0,18.0,0.41174890193519914,6.0
58,1,30982,0.5509698808733537,0.25,-0.3333333333333333,0,360010018022005.0,18.0,0.5198508261412943,7.5
59,1,31002,0.5686778026368113,0.0,-0.3333333333333333,0,360010018022005.0,18.0,0.5011786528371172,7.5
60,1,31039,0.3846295352004704,0.5,-0.3333333333333333,0,360010018022005.0,16.0,0.4684130850873952,7.5
61,1,31051,0.677785218218486,0.5,-0.16666666666666666,0,360010018022005.0,14.0,0.6301779541003265,10.0
62,1,31077,0.6693401497651099,0.25,0.5,0,360010018022005.0,20.0,0.6931027486442023,15.0
63,1,31101,0.3751011906949344,0.5,-0.16666666666666666,0,360010018022005.0,14.0,0.4874018983174672,10.0
64,1,31112,0.5432691897183028,0.5,-0.3333333333333333,0,360010018022005.0,18.0,0.5432434101234568,7.5
65,1,31140,0.5375098091583415,-0.25,0.0,0,360010018022005.0,20.0,0.5064183769799897,15.0
66,1,31226,0.9375,0.5,-0.6666666666666666,0,360010018024015.0,14.0,0.6822354166666668,6.0
67,1,31235,0.5683674412982304,0.5,0.16666666666666666,0,360010018024015.0,20.0,0.6255322553937087,15.0
68,1,31239,0.4636801281361277,0.0,-0.16666666666666666,0,360010018024015.0,20.0,0.47513458310847806,10.0
69,1,31264,0.6299555872774403,0.75,-0.3333333333333333,0,360010018024015.0,20.0,0.611158383852102,7.5
70,1,31345,0.39847548297736646,0.5,-0.16666666666666666,0,360010018024015.0,16.0,0.4984275519870904,10.0
71,1,31347,0.5431142225160392,0.25,-0.8333333333333334,0,360010018024015.0,18.0,0.44569531209414903,5.0
72,1,31361,0.500899618840641,0.25,0.0,0,360010018024015.0,20.0,0.5431993502071303,15.0
73,1,31386,0.4461963374501051,0.25,-0.5,0,360010018024015.0,20.0,0.4469458123752146,7.5
74,1,31421,0.4938274763770245,0.0,0.0,0,360010018024015.0,20.0,0.5128384206070424,15.0
75,1,31433,0.4737563264755032,0.5,-0.16666666666666666,0,360010018024015.0,20.0,0.5339375258651615,10.0
76,1,31470,0.5322466759712776,-0.5,-0.16666666666666666,0,360010018024015.0,14.0,0.4534274237223183,10.0
77,1,31486,0.36532010007472937,0.0,-0.3333333333333333,0,360010018024015.0,20.0,0.4052548245385832,7.5
78,1,31191,0.46531219496403714,1.0,-0.5,0,360010018024006.0,14.0,0.5370377623645363,7.5
79,1,31212,0.47743726723681923,0.0,1.0,0,360010018024006.0,14.0,0.6460071589556076,15.0
80,1,31228,0.5367690313898746,0.25,1.0,0,360010018024006.0,14.0,0.7010189521066038,15.0
81,1,31240,0.8197204496564481,0.75,-0.5,0,360010018024006.0,20.0,0.6771871361029466,7.5
82,1,31266,0.30205102255211647,-0.25,0.16666666666666666,0,360010018024006.0,20.0,0.41883580067116666,15.0
83,1,31304,0.6867436618526543,0.0,-0.16666666666666666,0,360010018024006.0,20.0,0.5803536519625636,10.0
84,1,31315,0.6808763506359798,1.0,-1.0,0,360010018024006.0,16.0,0.5682693745949916,0.0
85,1,31350,0.5308820706590702,-0.25,-0.6666666666666666,0,360010018024006.0,14.0,0.4093587393965501,6.0
86,1,31385,0.45303765532773954,0.0,-0.6666666666666666,0,360010018024006.0,16.0,0.39966452868476143,6.0
87,1,31403,0.28592171791081417,0.5,-0.6666666666666666,0,360010018024006.0,16.0,0.37488594100519773,6.0
88,1,31424,0.43954189113654557,0.0,-0.16666666666666666,0,360010018024006.0,20.0,0.4637485767157752,10.0
89,1,31458,0.36449823238109985,0.5,-0.3333333333333333,0,360010018024006.0,14.0,0.4589171495474981,7.5
90,1,31462,0.41645422882947525,0.0,-0.3333333333333333,0,360010018024006.0,20.0,0.42937479307219684,7.5
91,1,31468,0.5388077524779474,0.0,-0.5,0,360010018024006.0,16.0,0.46360561684384777,7.5
92,1,31474,0.6091646371258186,1.0,-0.16666666666666666,0,360010018024006.0,20.0,0.6518596259989152,10.0
93,1,31484,0.726266188491229,0.5,-0.16666666666666666,0,360010018024006.0,18.0,0.6530464277779794,10.0
94,1,31489,0.5358646842914195,0.25,0.0,0,360010018024006.0,20.0,0.5596923715802625,15.0
95,1,31497,0.8384822596016236,0.5,-0.6666666666666666,0,360010018024006.0,14.0,0.6355287485207526,6.0
96,1,30808,0.5415345037817983,0.0,-0.6666666666666666,0,360010018022018.0,20.0,0.44140849210054095,6.0
97,1,30846,0.8540256547716765,0.5,-0.8333333333333334,0,360010018022018.0,14.0,0.6193772346891332,5.0
98,1,30854,0.4968392259132254,0.5,-0.3333333333333333,0,360010018022018.0,20.0,0.5213423961966017,7.5
99,1,30865,0.2924631198003525,0.75,-0.5,0,360010018022018.0,20.0,0.42847985360982627,7.5
100,1,30902,0.7587511685198661,0.75,-0.6666666666666666,0,360010018022018.0,16.0,0.6249445928574875,6.0
101,1,30949,0.09870835994591892,0.25,-0.6666666666666666,0,360010018022018.0,14.0,0.25955240005315666,6.0
102,1,31011,0.5752403554167016,0.5,-0.6666666666666666,0,360010018022018.0,20.0,0.5113575423167248,6.0
103,1,31044,0.8004711310100064,0.5,0.0,0,360010018022018.0,20.0,0.7115322324974201,15.0
104,1,31045,0.9375,0.25,0.0,0,360010018022018.0,20.0,0.7491437499999999,15.0
105,1,31053,0.32258674517636016,0.5,0.6666666666666666,0,360010018022018.0,20.0,0.5800475010330225,20.0
106,1,31075,0.44723591450066547,-0.5,-0.16666666666666666,0,360010018022018.0,20.0,0.41332784753663054,10.0
